id,Year,Category,Nominee
1751,1992,Best Large Jazz Ensemble Performance,Live At The Royal Festival Hall
2547,2001,Best Latin Jazz Album,Live At The Village Vanguard
4176,2018,Best Album Notes,Live at the Whisky a Go Go: The Complete Recordings
2031,1995,Best Spoken Comedy Album,Live From Hell
1028,1982,Best Classical Vocal Soloist Performance,Live From Lincoln Center - Sutherland/Horne/Pavarotti.
1981,1995,Best Gospel Album by a Choir or Chorus,Live In Atlanta At Morehouse College
893,1979,"Best Soul Gospel Performance, Contemporary",Live In London
875,1979,"Best Jazz Instrumental Performance, Big Band",Live In Munich
2747,2003,Best Jazz Vocal Album,Live In Paris
3923,2014,Best Surround Sound Album,Live Kisses
2939,2005,Best Country Song,Live Like You Were Dying
2965,2005,Best Male Country Vocal Performance,Live Like You Were Dying
1088,1983,Best Comedy Recording,Live On The Sunset Strip.
3544,2010,Best Rock or Rap Gospel Album,Live Revelations
2401,1999,Best Traditional R&B Vocal Performance,Live! - One Night Only
3343,2008,Best Zydeco or Cajun Music Album,Live! Worldwide
2947,2005,Best Gospel Choir or Chorus Album,Live...This is Your House
1902,1994,Best Gospel Album by a Choir or Chorus,Live...We Come Rejoicing
1941,1994,Best Rock Performance by a Duo or Group with Vocal,Livin' On The Edge
2830,2004,Best Country Album,"Livin', Lovin', Losin' - Songs Of The Louvin Brothers (Various Artists)"
685,1975,Best Rhythm & Blues Song,Living For The City
733,1976,"Best R&B Vocal Performance, Male",Living For The City
1390,1987,"Best R&B Vocal Performance, Male",Living in America.
2277,1998,Best Polka Album,Living On Polka Time
3586,2011,Best Contemporary Blues Album,Living Proof
2501,2000,Best World Music Album,Livro
2485,2000,Best Salsa Performance,Llego...Van Van - Van Van Is Here
1285,1986,Best Contemporary Composition,Lloyd Webber: Requiem.
2760,2003,Best Mexican/Mexican-American Album,Lo Dijo El Corazón
3772,2013,Best Blues Album,Locked Down
3424,2009,Best Rap Song,Lollipop
110,1962,"Best Solo Vocal Performance, Male",Lollipops And Roses.
3834,2013,Best Rock Performance,Lonely Boy.
3835,2013,Best Rock Song,Lonely Boy.
3042,2006,Best Country Album,Lonely Runs Both Ways
2441,2000,Best Instrumental Arrangement Accompanying Vocalist(s),Lonely Town
415,1969,Best Spoken Word Recording,Lonesome Cities
2399,1999,Best Traditional Folk Album,Long Journey Home
3913,2014,Best Recording Package,Long Night Moon
2728,2003,Best Country Vocal Performance by a Duo or Group,Long Time Gone
1976,1995,"Best Engineered Album, Non-Classical",Longing In Their Hearts
2011,1995,Best Pop Album,Longing In Their Hearts
820,1978,Best Jazz Vocal Performance,Look To The Rainbow
4280,2019,Best Contemporary Christian Music Album,Look Up Child
1521,1989,"Best Jazz Vocal Performance, Female",Look What I Got!.
2238,1998,Best Country Performance by a Duo or Group with Vocal,Looking In The Eyes Of Love
1010,1981,"Best Soul Gospel Performance, Traditional","Lord, Let Me Be An Instrument."
3250,2008,Best Classical Vocal Performance,Lorraine Hunt Lieberson Sings Peter Lieberson: Neruda Songs
612,1974,Best Comedy Recording,Los Cochinos
3507,2010,"Best Latin Rock, Alternative or Urban Album",Los De Atras Vienen Conmigo
3397,2009,Best Latin Urban Album,Los Extraterrestres
2361,1999,Best Mexican-American Music Performance,Los Super Seven
3689,2012,Best Banda or Norteño Album,Los Tigres Del Norte And Friends
2862,2004,Best Male Rap Solo Performance,Lose Yourself
2885,2004,Best Rap Song,Lose Yourself
1767,1992,Best Pop Performance by a Duo or Group with Vocal,Losing My Religion
4130,2017,Best Gospel Album,Losing My Religion
3260,2008,Best Country Collaboration with Vocals,Lost Highway
1290,1986,"Best Country Vocal Performance, Male",Lost In The Fifties Tonight (In The Still Of The Night).
1358,1987,"Best Country Vocal Performance, Male",Lost in the Fifties Tonight.
2710,2003,Best Bluegrass Album,Lost In The Lonesome Pines
3167,2007,Best Historical Album,Lost Sounds: Blacks And The Birth Of The Recording Industry 1891-1922 (Various artists)
2355,1999,Best Long Form Music Video,Lou Reed: Rock and Roll Heart
1959,1995,Best Album Notes,Louis Armstrong - Portrait Of The Artist As A Young Man 1923-1934
2537,2001,Best Historical Album,Louis Armstrong - The Complete Hot Five & Hot Seven Recordings
3334,2008,Best Surround Sound Album,Love
573,1973,Best Gospel Performance,L-O-V-E
2607,2002,Album of the Year,Love and Theft
2620,2002,Best Contemporary Folk Album,Love And Theft
3798,2013,Best Hard Rock/Metal Performance,Love Bites (So Do I)
1734,1992,Best Country Performance by a Duo or Group with Vocal,Love Can Build A Bridge
1735,1992,Best Country Song,Love Can Build A Bridge
3642,2011,Best Pop/Contemporary Gospel Album,Love God. Love People.
3855,2014,Best American Roots Song,Love Has Come For You.
4021,2016,Best Album Notes,"Love Has Many Faces: A Quartet, A Ballet, Waiting To Be Danced"
1188,1984,"Best Rock Vocal Performance, Female",Love Is A Battlefield.
2634,2002,Best Gospel Choir or Chorus Album,Love Is Live!
3210,2007,Best Reggae Album,Love Is My Religion
2777,2003,Best R&B Song,Love Of My Life (An Ode To Hip Hop)
3843,2013,Best Traditional R&B Performance,Love On Top.
1538,1989,Best R&B Performance by a Duo or Group with Vocals,Love Overboard
4118,2017,Best Contemporary Christian Music Album,Love Remains
662,1975,"Best Country Vocal Performance, Female",Love Song
793,1978,Best Arrangement Accompanying Vocalist(s),Love Theme From A Star Is Born (Evergreen)
828,1978,"Best Pop Vocal Performance, Female",Love Theme From A Star Is Born (Evergreen)
843,1978,Song of the Year,Love Theme From A Star Is Born (Evergreen)
1162,1984,Best Instrumental Composition,Love Theme From Flashdance(various artists).
430,1970,Best Contemporary Performance by a Chorus,Love Theme From Romeo And Juliet
444,1970,Best Instrumental Arrangement,Love Theme From Romeo And Juliet
739,1976,Record of the Year,Love Will Keep Us Together
3330,2008,"Best Song Written for Motion Picture, Television or Other Visual Media",Love You I Do
3989,2015,Best R&B Album,"Love, Marriage & Divorce."
710,1976,Best Country Vocal Performance by a Duo or Group,Lover Please
3392,2009,Best Jazz Vocal Album,Loverly
2669,2002,Best Pop Vocal Album,Lovers Rock
2776,2003,Best R&B Performance by a Duo or Group with Vocal,Love's In Need Of Love Today
641,1974,Best Soul Gospel Performance,Loves Me Like A Rock
3898,2014,Best New Age Album,Love's River
3264,2008,Best Dance Recording,LoveStoned/I Think She Knows
3439,2009,"Best Southern, Country, or Bluegrass Gospel Album",Lovin' Life
784,1977,Best Rhythm & Blues Song,Lowdown
4236,2018,Best Rap/Sung Performance,LOYALTY.
1493,1989,Best Classical Vocal Soloist Performance,Luciano Pavarotti in Concert.
808,1978,"Best Country Vocal Performance, Male",Lucille
1781,1992,"Best Rock Vocal Performance, Solo",Luck Of The Draw
3521,2010,Best Pop Collaboration with Vocals,Lucky.
1829,1993,Best Jazz Instrumental Solo,Lush Life
1273,1986,Best Album Package,Lush Life.
1299,1986,Best Instrumental Arrangement Accompanying Vocals,Lush Life.
1352,1987,Best Contemporary Composition,Lutoslawski: Symphony No. 3.
726,1976,"Best Pop Vocal Performance by a Duo, Group or Chorus",Lyin' Eyes
1583,1990,"Best Country Vocal Performance, Male",Lyle Lovett And His Large Band
1334,1986,Best Spoken Word or Non-musical Recording,Ma Rainey's Black Bottom.
4012,2015,Best Tropical Latin Album,Más + Corazón Profundo
3135,2007,Best Banda Album,Más Allá Del Sol
3077,2006,Best Mexican/Mexican-American Album,México En La Piel
2621,2002,Best Contemporary Jazz Album,M²
381,1969,Best Arrangement Accompanying Vocalist(s),Mac Arthur Park
437,1970,Best Country Vocal Performance by a Duo or Group,MacArthur Park
1110,1983,Best Latin Recording,Machito & His Salsa Big Band '82.
68,1961,"Best Vocal Performance Album, Female",Mack The Knife - Ella In Berlin.
70,1961,"Best Vocal Performance Single Record Or Track, Female",Mack The Knife.
71,1961,"Best Vocal Performance Single Record or Track, Female",Mack The Knife.
3750,2012,Best Small Ensemble Performance,Mackey: Lonely Motel - Music From Slide
3899,2014,Best New Artist,"Macklemore, Ryan Lewis"
3248,2008,Best Classical Contemporary Composition,Made In America
4060,2016,Best Latin Jazz Album,Made In Brazil
1756,1992,"Best Music Video, Long Form",Madonna - Blonde Ambition World Tour Live
1755,1992,Best Music Video - Long Form,Madonna: Blond Ambition World Tour Live
2389,1999,Best Short Form Music Video,Madonna: Ray of Light
3289,2008,Best Long Form Music Video,Madonna: The Confessions Tour Live from London
2420,2000,Best Classical Vocal Performance,Mahler: Des Knaben Wunderhorn
706,1976,Best Classical Vocal Soloist Performance,Mahler: Kindertotenlieder
2564,2001,Best Orchestral Performance,Mahler: Sym. No. 10
1113,1983,Best Orchestral Performance,Mahler: Sym. No. 7 In E Min. (Song Of The Night).
517,1972,"Best Classical Performance, Orchestra",Mahler: Symphony No. 1 In D
1024,1982,Best Classical Album,Mahler: Symphony No. 2 In C Minor.
1025,1982,Best Classical Orchestral Recording,Mahler: Symphony No. 2 In C Minor.
2872,2004,Best Orchestral Performance,Mahler: Symphony No. 3
1609,1990,Best Orchestral Performance,Mahler: Symphony No. 3 In D Minor
2818,2004,Best Classical Album,Mahler: Symphony No. 3; Kindertotenlieder
228,1965,Best Performance - Orchestra,Mahler: Symphony No. 5/Berg: Wozzeck Excerpts
2767,2003,Best Orchestral Performance,Mahler: Symphony No. 6
295,1967,Best Classical Performance - Orchestra,Mahler: Symphony No. 6 In A Minor
3140,2007,Best Classical Album,Mahler: Symphony No. 7
3193,2007,Best Orchestral Performance,Mahler: Symphony No. 7
562,1973,"Best Classical Performance, Orchestra",Mahler: Symphony No. 7 In E Minor
1094,1983,"Best Engineered Recording, Classical",Mahler: Symphony No. 7 In E Minor (Song Of The Night).
330,1968,"Album of the Year, Classical",Mahler: Symphony No. 8 (Symphony Of A Thousand)
570,1973,"Best Engineered Recording, Classical",Mahler: Symphony No. 8 (Symphony Of A Thousand)
558,1973,"Best Choral Performance, Classical",Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand)
559,1973,Best Classical Album,Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand)
336,1968,Best Classical Choral Performance (other than opera),Mahler: Symphony No. 8 In E Flat Major (Symphony Of A Thousand)
3465,2010,Best Choral Performance,Mahler: Symphony No. 8; Adagio From Symphony No. 10
3466,2010,Best Classical Album,Mahler: Symphony No. 8; Adagio From Symphony No. 10
3486,2010,"Best Engineered Album, Classical",Mahler: Symphony No. 8; Adagio From Symphony No. 10
1804,1993,Best Classical Album,Mahler: Symphony No. 9
1841,1993,Best Orchestral Performance,Mahler: Symphony No. 9
2367,1999,Best Orchestral Performance,Mahler: Symphony No. 9
395,1969,"Best Engineered Recording, Classical",Mahler: Symphony No. 9 In D
799,1978,Best Classical Orchestral Performance,Mahler: Symphony No. 9 In D
1144,1984,Best Classical Album,Mahler: Symphony No. 9 In D.
1153,1984,"Best Engineered Recording, Classical",Mahler: Symphony No. 9 In D.
1175,1984,Best Orchestral Recording,Mahler: Symphony No. 9 In D.
816,1978,Best Instrumental Composition,Main Titles from 'Star Wars'.
3510,2010,Best Male Pop Vocal Performance,Make It Mine.
1429,1988,"Best Country Vocal Performance, Duet","Make No Mistake, She's Mine."
3307,2008,Best Pop Performance by a Duo or Group with Vocals,Makes Me Wonder
1597,1990,"Best Jazz Vocal Performance, Duo or Group",Makin' Whoopee
3769,2013,Best Alternative Music Album,Making Mirrors.
2694,2002,Best Spoken Word Album for Children,Mama Don't Allow
1218,1985,Best Country Performance by a Duo or Group with Vocal,Mama He's Crazy.
1775,1992,Best Rap Solo Performance,Mama Said Knock You Out
863,1979,Best Country Vocal Performance by a Duo or Group,Mamas Don't Let Your Babies Grow Up To Be Cowboys
2500,2000,Best Traditional Tropical Latin Performance,Mambo Birdland
2875,2004,Best Pop Instrumental Album,Mambo Sinuendo
323,1967,Best Score From an Original Cast Show Album,Mame
2433,2000,Best Female Country Vocal Performance,Man! I Feel Like A Woman!
3951,2015,Best Comedy Album,Mandatory Fun.
2703,2002,"Producer of the Year, Classical",Manfred Eicher
2161,1997,Best Instrumental Composition,Manhattan (Island Of Lights And Love)
3998,2015,Best Regional Mexican Music Album (including tejano),Mano A Mano - Tangos A La Manera De Vicente Fernández
1199,1984,Classical Producer of the Year,"Marc Aubort (producer), Joanna Nickrenz (producer)"
1760,1992,Best New Artist,Marc Cohn (artist)
2470,2000,Best Pop Performance by a Duo or Group with Vocal,Maria Maria
2099,1996,Best Pop Instrumental Performance,Mariachi Suite
1682,1991,Best New Age Performance,Mark Isham
3345,2008,"Producer of the Year, Non-Classical",Mark Ronson
763,1977,Best Ethnic or Traditional Recording,Mark Twang
3116,2006,Best Spoken Word Album for Children,Marlo Thomas & Friends: Thanks & Giving All Year Long (Various Artists)
2974,2005,Best New Artist,Maroon 5
2026,1995,Best Rock Instrumental Performance,Marooned
3499,2010,Best Instrumental Composition,Married Life
1442,1988,"Best Jazz Instrumental Performance, Group",Marsalis Standard Time - Volume I.
2812,2004,Best Album Notes,Martin Scorsese Presents The Blues: A Musical Journey (Various Artists)
2845,2004,Best Historical Album,Martin Scorsese Presents The Blues: A Musical Journey (Various Artists)
1332,1986,"Best Soul Gospel Performance, Female",Martin.
673,1975,Best New Artist of the Year,Marvin Hamlisch (artist)
2876,2004,Best Pop Instrumental Performance,Marwa Blues
225,1965,Best Original Score Written for a Motion Picture or Television Show,Mary Poppins
231,1965,Best Recording for Children,Mary Poppins
1834,1993,Best Mexican-American Album,Mas Canciones
4323,2019,Best Recording Package,Masseduction
4330,2019,Best Rock Song,Masseduction (St. Vincent)
637,1974,"Best R&B Vocal Performance, Female",Master Of Eyes
2038,1995,Best Tropical Latin Performance,Master Sessions Volume 1
2585,2001,Best Salsa Album,Masterpiece/Obra Maestra
3058,2006,Best Hawaiian Music Album,Masters Of Hawaiian Slack Key Guitar - Vol. 1 (Various Artists)
3494,2010,Best Hawaiian Music Album,"Masters Of Hawaiian Slack Key Guitar, Volume 2 (Various Artists)"
2852,2004,Best Jazz Instrumental Solo,Matrix
2542,2001,Best Instrumental Soloist(s) Performance (with Orchestra),Maw: Violin Concerto
4015,2015,Producer of the Year (Non-Classical),Max Martin
4017,2015,"Producer of the Year, Non-Classical",Max Martin (producer)
4273,2019,Best Choral Performance,McLoskey: Zealot Canticles
480,1971,Best Country Instrumental Performance,Me And Jerry
592,1973,"Best R&B Vocal Performance, Male",Me And Mrs. Jones
1170,1984,Best Latin Pop Performance,Me Enamoré.
1238,1985,Best Mexican-American Performance,Me Gustas Tal Como Eres.
2741,2003,Best Instrumental Arrangement Accompanying Vocalist(s),Mean Old Man
3704,2012,Best Country Solo Performance,Mean.
3705,2012,Best Country Song,Mean.
1588,1990,"Best Gospel Vocal Performance, Male",Meantime
3774,2013,Best Chamber Music/Small Ensemble Performance,Meanwhile
1721,1992,Best Arrangement on an Instrumental,Medley: Bess You Is My Woman/I Loves You Porgy
4068,2016,Best New Artist,Meghan Trainor
3217,2007,"Best Score Soundtrack Album for Motion Picture, Television or Other Visual Media",Memoirs of a Geisha
1487,1989,Best Arrangement on an Instrumental,Memos From Paradise.
1111,1983,Best New Artist,Men at Work (artist)
2287,1998,Best Rap Solo Performance,Men In Black
3028,2006,Best Chamber Music Performance,Mendelssohn: The Complete String Quartets
3049,2006,"Best Engineered Album, Classical",Mendelssohn: The Complete String Quartets
2725,2003,Best Country Collaboration with Vocals,Mendocino County Line
4207,2018,Best Folk Album,Mental Illness
2015,1995,Best Pop/Contemporary Gospel Album,Mercy
357,1968,"Best Instrumental Jazz Performance, Small Group or Soloist With Small Group","Mercy, Mercy, Mercy"
2954,2005,Best Instrumental Composition,Merengue
3874,2014,Best Country Song,Merry Go 'Round.
3954,2015,Best Contemporary Christian Music Performance/Song,Messengers
2051,1996,Best Classical Contemporary Composition,Messiaen: Concert A Quatre
3616,2011,Best Instrumental Soloist Performance (without orchestra),Messiaen: Livre Du Saint-Sacrement
3172,2007,Best Instrumental Soloist(s) Performance (with Orchestra),Messiaen: Oiseaux Exotiques (Exotic Birds)
1753,1992,Best Metal Performance,Metallica
200,1965,Best Album Notes,Mexico (Legacy Collection)
1952,1994,Best Tropical Latin Album,Mi Tierra
1300,1986,Best Instrumental Composition,Miami Vice Theme.
1316,1986,"Best Pop Instrumental Performance, (Orchestra, Group or Soloist)",Miami Vice Theme.
3559,2010,Best Traditional Pop Vocal Album,Michael Bublé Meets Madison Square Garden
1874,1993,Classical Producer of the Year,Michael Fine (artist)
1200,1984,"Producer of the Year, Non-Classical","Michael Jackson (producer), Quincy Jones (producer)"
2090,1996,"Best Music Video, Short Form",Michael Jackson Feat. Janet Jackson: Scream
1605,1990,"Best Music Video, Short Form",Michael Jackson: Leave Me Alone
1264,1985,Best Video Album,Michael Jackson: Thriller
1076,1982,Video Of The Year,Michael Nesmith In Elephant Parts.
1227,1985,"Best Gospel Performance, Male",Michael W. Smith.
328,1967,Song of the Year,Michelle
447,1970,Best Instrumental Theme,Midnight Cowboy
3781,2013,Best Compilation Soundtrack For Visual Media,Midnight in Paris
636,1974,"Best R&B Vocal Performance by a Duo, Group or Chorus",Midnight Train To Georgia
3632,2011,Best New Age Album,Miho: Journey To The Mountain
1910,1994,Best Jazz Instrumental Solo,Miles Ahead
4116,2017,Best Compilation Soundtrack For Visual Media,Miles Ahead
1912,1994,Best Large Jazz Ensemble Performance,Miles And Quincy Live At Montreux
4211,2018,Best Improvised Jazz Solo,Miles Beyond
2414,2000,Best Boxed Recording Package,Miles Davis - The Complete Bitches Brew Sessions
2508,2001,Best Album Notes,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961
2511,2001,Best Boxed Recording Package,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961
2314,1999,Best Album Notes,Miles Davis Quintet 1965-1968
3319,2008,Best Reggae Album,Mind Control
3620,2011,Best Large Jazz Ensemble Album,Mingus Big Band Live At Jazz Standard
937,1980,"Best Pop Vocal Performance by a Duo, Group or Chorus",Minute By Minute.
1455,1988,"Best Pop Instrumental Performance (Orchestra, Group or Soloist)",Minute by Minute.
3401,2009,Best Male R&B Vocal Performance,Miss Independent
3420,2009,Best R&B Song,Miss Independent
387,1969,"Best Contemporary Pop Performance, Chorus",Mission Impossible/Norwegian Wood Medley
359,1968,Best Instrumental Theme,Mission: Impossible
362,1968,Best Original Score Written for a Motion Picture or Television Show,Mission: Impossible
363,1968,Best Original Score Written for a Motion Picture or a Television Show,Mission: Impossible
1395,1987,Best Rock Performance by a Duo or Group with Vocal,Missionary Man.
3110,2006,Best Short Form Music Video,Missy Elliott: Lose Control
695,1976,BEST ARRANGEMENT ACCOMPANYING VOCALIST,Misty
699,1976,Best Arrangement Accompanying Vocalist(s),Misty
3841,2013,Best Surround Sound Album,Modern Cool
3147,2007,Best Contemporary Folk/Americana Album,Modern Times
3854,2014,Best Alternative Music Album,Modern Vampires of the City.
3393,2009,Best Large Jazz Ensemble Album,Monday Night Live at the Village Vanguard
298,1967,"Best Contemporary (R&R) Group Performance, Vocal or Instrumental","Monday, Monday"
1328,1986,Best Rock Performance by a Duo or Group with Vocal,Money for Nothing.
3888,2014,Best Jazz Instrumental Album,Money Jungle: Provocative In Blue
3207,2007,Best Rap Song,Money Maker
2761,2003,Best Musical Album for Children,"Monsters, Inc. - Scream Factory Favorites"
877,1979,"Best Jazz Instrumental Performance, Soloist",Montreaux '77 - Oscar Peterson Jam
3079,2006,Best Musical Show Album,Monty Python's Spamalot (Original Broadway Cast)
1881,1994,Best Arrangement on an Instrumental,Mood Indigo
571,1973,"Best Engineered Recording, Non-Classical",Moods
3618,2011,"Best Jazz Instrumental Album, Individual or Group",Moody 4B
991,1981,"Best Jazz Vocal Performance, Male",Moody's Mood.
94,1962,Best Instrumental Arrangement,Moon River.
113,1962,Record of the Year,Moon River.
114,1962,Song of the Year,Moon River.
177,1964,Best Instrumental Theme,More - Theme From Mondo Cane.
354,1968,Best Gospel Performance,More Grand Old Gospel
1105,1983,"Best Jazz Instrumental Performance, Group",More Live.
1156,1984,Best Gospel Performance by a Duo or Group,More Than Wonderful.
3197,2007,Best Pop Instrumental Performance,Mornin'
1362,1987,"Best Gospel Performance, Female",Morning Like This.
3965,2015,"Best Engineered Album, Non-Classical",Morning Phase
3934,2015,Album of the Year,Morning Phase.
4001,2015,Best Rock Album,Morning Phase.
3225,2007,Best Surround Sound Album,Morph The Cat
2424,2000,Best Contemporary Soul Gospel Album,Mountain High...Valley Low
1090,1983,Best Country Performance by a Duo or Group with Vocal,Mountain Music.
3576,2011,Best Bluegrass Album,Mountain Soul II
3803,2013,Best Instrumental Composition,Mozart Goes Dancing
404,1969,Best Opera Recording,Mozart: Cosi Fan Tutte
725,1976,Best Opera Recording,Mozart: Cosi Fan Tutte
1350,1987,Best Classical Vocal Soloist Performance,Mozart: Kathleen Battle Sings Mozart.
2975,2005,Best Opera Recording,Mozart: Le Nozze Di Figaro
1492,1989,Best Classical Performance - Instrumental Soloist(s) (with orchestra),Mozart: Piano Concerto No. 23 in A.
3617,2011,Best Instrumental Soloist(s) Performance (with orchestra),Mozart: Piano Concertos Nos. 23 & 24
965,1981,"Best Choral Performance, Classical (other than opera)",Mozart: Requiem.
1417,1988,Best Classical Performance - Instrumental Soloist(s) (with orchestra),Mozart: Violin Concertos Nos. 2 And 4.
38,1961,Best Arrangement,Mr. Lucky.
61,1961,Best Performance by an Orchestra,Mr. Lucky.
3357,2009,Best Classical Contemporary Composition,Mr. Tambourine Man: Seven Poems Of Bob Dylan
2997,2005,Best Rock Instrumental Performance,Mrs. O'Leary's Cow
386,1969,Best Contemporary Pop Performance - Vocal Duo or Group,Mrs. Robinson
417,1969,Record of the Year,Mrs. Robinson
2675,2002,Best Rap Performance by a Duo or Group,Ms. Jackson
1958,1995,Album of the Year,MTV Unplugged
2036,1995,Best Traditional Pop Vocal Performance,MTV Unplugged
2046,1996,Best Alternative Music Performance,MTV Unplugged In New York
3808,2013,Best Latin Pop Album,MTV Unplugged: Deluxe Edition.
2282,1998,Best Pop/Contemporary Gospel Album,Much Afraid
921,1980,Best Ethnic or Traditional Recording,Muddy Mississippi Waters Live.
2422,2000,Best Contemporary Folk Album,Mule Variations
3977,2015,"Best Latin Rock, Urban or Alternative Album",Multiviral
2806,2003,Best World Music Album,Mundo
2578,2001,Best Recording Package,Music
2010,1995,Best Polka Album,Music And Friends
1320,1986,"Best R&B Instrumental Performance (Orchestra, Group or Soloist)",Musician.
3014,2005,Best Traditional R&B Vocal Performance,Musicology
3442,2009,Best Surround Sound Album,Mussorgsky: Pictures At An Exhibition; Night On Bald Mountain; Prelude To Khovanshchina
2412,2000,Best Alternative Music Performance,Mutations
3402,2009,Best Metal Performance,My Apocalypse
3736,2012,Best Rap Album,My Beautiful Dark Twisted Fantasy.
2986,2005,Best R&B Vocal Performance by a Duo or Group,My Boo
4124,2017,Best Country Solo Performance,My Church
2357,1999,Best Male Pop Vocal Performance,My Father's Eyes
3879,2014,Best Folk Album,My Favorite Picture Of You
1591,1990,Best Instrumental Arrangement Accompanying Vocals,My Funny Valentine
1335,1986,Best Traditional Blues Recording,My Guitar Sings The Blues.
2311,1998,Record of the Year,My Heart Will Go On (Love Theme from 'Titanic
2392,1999,Best Song Written for a Motion Picture or for Television,My Heart Will Go On (Love Theme From Titanic)
2337,1999,Best Female Pop Vocal Performance,My Heart Will Go On.
2391,1999,Best Song Written Specifically for a Motion Picture or for Television,My Heart Will Go On.
2407,1999,Record of the Year,My Heart Will Go On.
2409,1999,Song of the Year,My Heart Will Go On.
3198,2007,Best Pop Performance by a Duo or Group with Vocals,My Humps
3007,2005,Best Spoken Word Album,My Life
3208,2007,Best Rap/Sung Collaboration,My Love
2149,1997,Best Country Vocal Performance by a Duo or Group,My Maria
2477,2000,Best Rap Solo Performance,My Name Is
282,1966,"Best Vocal Performance, Female",My Name Is Barbra
2746,2003,Best Jazz Instrumental Solo,My Ship
1293,1986,Best Ethnic or Traditional Folk Recording,My Toot Toot.
4336,2019,Best Traditional Pop Vocal Album,My Way
481,1971,Best Country Song,"My Woman, My Woman, My Wife"
1992,1995,Best Jazz Vocal Performance,Mystery Lady - Songs Of Billie Holiday
815,1978,Best Instrumental Arrangement,Nadia's Theme (The Young And The Restless)
2695,2002,Best Tejano Album,Nadie Como Tu
2692,2002,Best Spoken Comedy Album,Napalm & Sillyputty
1480,1988,"Producer of the Year, (Non Classical)",Narada Michael Walden (producer)
2308,1998,Best World Music Album,Nascimento
422,1970,Best Album Notes,Nashville Skyline
724,1976,Best New Artist of the Year,Natalie Cole (artist)
3538,2010,Best Regional Mexican Album,Necesito De Ti
3595,2011,Best Country Performance by a Duo or Group with Vocals,Need You Now
3592,2011,Best Country Album,Need You Now.
3596,2011,Best Country Song,Need You Now.
3599,2011,Best Country Vocal Performance by a Duo or Group,Need You Now.
3683,2011,Record of the Year,Need You Now.
3684,2011,Song of the Year,Need You Now.
1557,1989,"Producer of the Year, (Non-Classical)",Neil Dorfsman (producer)
3463,2010,Best Boxed or Special Limited Edition Package,Neil Young Archives Vol. I (1963-1972)
631,1974,"Best Pop Vocal Performance by a Duo, Group or Chorus",Neither One Of Us (Wants To Be The First To Say Goodbye)
33,1959,Record of the Year,Nel Blu Dipinto di Blu (Volare).
34,1959,Song of the Year,Nel Blu Dipinto di Blu (Volare).
3639,2011,Best Pop Instrumental Performance,Nessun Dorma
4294,2019,Best Gospel Performance/Song,Never Alone
3271,2008,Best Gospel Performance,Never Gonna Break My Faith
4209,2018,Best Gospel Performance/Song,Never Have to Be Alone
1001,1981,"Best R&B Vocal Performance, Female",Never Knew Love Like This Before.
1004,1981,Best Rhythm & Blues Song,Never Knew Love Like This Before.
3034,2006,Best Comedy Album,Never Scared
3609,2011,Best Hard Rock Performance,New Fang.
2610,2002,Best Bluegrass album,New Favorite
794,1978,Best Arrangement for Voices,New Kid In Town
2167,1997,Best Jazz Vocal Performance,New Moon Daughter
531,1972,Best Jazz Performance by a Big Band,New Orleans Suite
1234,1985,"Best Jazz Instrumental Performance, Group",New York Scene.
3941,2015,"Best Arrangement, Instruments and Vocals",New York Tendaberry
2859,2004,Best Male Country Vocal Performance,Next Big Thing
3824,2013,Best Rap Performance,Ni**as in Paris.
3825,2013,Best Rap Song,Ni**as in Paris.
1562,1990,Album of the Year,Nick Of Time
1613,1990,"Best Pop Vocal Performance, Female",Nick Of Time
1625,1990,"Best Rock Vocal Performance, Female",Nick of Time
3890,2014,Best Large Jazz Ensemble Album,Night In Calisia
2951,2005,Best Historical Album,"Night Train To Nashville: Music City Rhythm & Blues, 1945-1970 (Various Artists)"
1321,1986,Best R&B Performance by a Duo or Group with Vocal,Nightshift.
4326,2019,Best Regional Roots Music Album,No 'Ane'i
3826,2013,Best Rap/Sung Collaboration,No Church in the Wild.
2284,1998,Best R&B Performance by a Duo or Group with Vocal,No Diggity
3072,2006,Best Long Form Music Video,No Direction Home: Bob Dylan
3351,2009,Best Banda Album,No Es De Madera
2856,2004,Best Latin Pop Album,No Es Lo Mismo
3968,2015,Best Gospel Performance/Song,No Greater Love
3287,2008,Best Latin Rock or Alternative Album,No Hay Espacio
1270,1986,Album of the Year,No Jacket Required.
1319,1986,"Best Pop Vocal Performance, Male",No Jacket Required.
2065,1996,Best Female Pop Vocal Performance,No More I Love You's.
722,1976,Best Jazz Performance by a Group,No Mystery
1465,1988,Best Reggae Recording,No Nuclear War.
3270,2008,Best Female R&B Vocal Performance,No One
3311,2008,Best R&B Song,No One
1514,1989,Best Instrumental Arrangement Accompanying Vocal(s),No One Is Alone.
1930,1994,Best R&B Performance by a Duo or Group with Vocal,No Ordinary Love
4152,2017,Best Rap Performance,No Problem
971,1981,Best Comedy Recording,No Respect.
2473,2000,Best R&B Performance by a Duo or Group with Vocal,No Scrubs
2474,2000,Best R&B Song,No Scrubs
716,1976,Best Gospel Performance (other than soul gospel),No Shortage
